sentence_id	n	p	v	n_first_index	n_last_index	p_first_index	p_last_index	v_first_index	v_last_index	sentence_text
417405	share	up	gave	27	27	25	25	24	24	In 1965 , the Skagit Regional Airport was jointly deeded to the Port of Anacortes and the Port of Skagit County , though Anacortes gave up its share of ownership in 1975 .
418277	position	up	gave	7	7	5	5	4	4	In 1965 , Wilson gave up his position as Head of Serials to concentrate on realising a long-held ambition of bringing The Forsyte Saga to the screen .
423902	post	up	gave	6	6	4	4	3	3	In 1966 Rubbra gave up his post as Technical Director due to health reasons but continued to work as ' Chief Technical Advisor ' .
425611	teaching	up	give	13	13	12	12	11	11	In 1960 he suffered a stroke , which forced him to give up teaching .
426152	photography	up	gave	13	13	12	12	11	11	In 1960 , he went back to New York and temporarily gave up photography to devote himself to painting .
426175	struggle	up	give	9	9	6	6	5	5	In 1960 he wished to give up the armed struggle , but was told by Deng Xiaoping that South-East Asia was ripe for Revolution .
427900	job	up	gave	6	6	4	4	3	3	In 1960 she gave up her job as Head Mistress to concentrate on bringing up her two sons Rumi and Jami born in 1952 and 1954 respectively .
427901	profession	up	gave	7	7	4	4	3	3	In 1960 she gave up her main profession as a tailor and became a full-time artist .
432009	post	up	gave	7	7	5	5	4	4	In 1961 , Climaco gave up his post as mayor for an unsuccessful run for the Senate under the Liberal Party .
432623	idea	up	gave	14	14	12	12	11	11	In 1961 Harold Macmillan , the British prime minister , finally gave up the idea of the larger free trade area , and the United Kingdom applied to join the EEC .
438393	jazz	up	gave	5	5	4	4	3	3	In 1969 he gave up jazz and moved to Los Angeles to pursue a career in film and television composing .
438394	service	up	gave	6	6	4	4	3	3	In 1969 he gave up public service to become a lawyer .
438445	habit	up	gave	19	19	12	12	11	11	In 1969 , he had a life changing experience when he gave up his three pack a day smoking habit and started taking a daily cayenne pepper cocktail .
439101	position	up	gave	27	27	25	25	24	24	In 1969 he returned to the United States after being made Dean of the film school of the California Institute of the Arts and gave up the position in 1978 to become a professor at the school .
440624	technique	up	gave	11	11	5	5	4	4	In 1969 , Krushenick gave up his soft brush abstract expressionist technique for bolder colours and lines similar to illustration , yet maintaining use of abstract figurative forms .
441958	repertoire	up	gave	7	7	5	5	4	4	In 1969 , she gave up her repertoire of heavy dramatic soprano roles and began a new career singing mezzo roles .
442374	habit	up	give	42	42	40	40	39	39	In 1969 , Spiegel reported to the American Medical Association ' s 118th annual meeting on his clinical technique for teaching patients to use `` self-hypnosis '' that helped one out of five `` hard-core '' cigarette smokers to give up the habit , and offered some help to many others .
449001	career	up	gave	7	7	4	4	3	3	In 1930 he gave up his tango career for a short while to try his hand at cattle ranching , but he was forced to return to tango after floods decimated his stock and he lost the rest of his fortune on the stock market .
449002	post	up	gave	7	7	4	4	3	3	In 1930 he gave up his teaching post and left Varanasi for good , at the behest of Niralamba Swami who requested him to take charge of Channa Ashram after his death .
449004	painting	up	gives	5	5	4	4	3	3	In 1930 he gives up painting and all other artistic activities .
449245	idea	up	gave	8	8	6	6	5	5	In 1930 , Henri Desgrange gave up the idea that cyclist should race individually , and changed the format to real teams .
450741	existence	up	giving	15	15	12	12	11	11	In 1930 Ostrovsky finally succeeded in fulfilling his Zionist ambition by giving up his comfortable existence in the USA and settling in Raanana , a small town in the Sharon plain , with his wife and two children .
454197	station	up	give	18	18	16	16	15	15	In 1931 government regulations made it necessary for WFBC to either broadcast full time or give up the station .
455190	leadership	up	gave	17	17	16	16	15	15	In 1931 , he was appointed the head of the Hitler Youth , but he gave up leadership of the two organizations upon his election to the Reichstag in 1932 .
455974	editorship	up	gave	7	7	5	5	4	4	In 1931 , Lore gave up the editorship of the ailing Volkszeitung to become a freelance journalist .
460069	ship	up	gave	7	7	4	4	3	3	In 1934 he gave up the principal ship to enter Telugu film industry as art director .
461385	system	up	give	16	16	14	14	13	13	In 1934 it declined to participate as its people did not want to give up their system of hereditary chiefs .
461721	ability	up	giving	16	16	10	10	9	9	In 1934 Lott became a touring professional , thereby giving up his amateur status and the ability to play in Grand Slam tournaments .
461932	self-government	up	gave	7	7	6	6	5	5	In 1934 , Newfoundland voluntarily gave up self-government and reverted to direct control from London .
467443	career	up	gave	8	8	5	5	4	4	In 1935 , Klugmann gave up an academic career to become Secretary of the World Student Association , based in Paris , travelling widely across the world .
468226	association	up	give	22	22	16	16	15	15	In 1935 , she married a government bureaucrat and , she explains , had to give up politics as well as active association with her old friends .
470902	seat	up	gave	7	7	5	5	4	4	In 1932 , he gave up his seat in an unsuccessful attempt to defeat Alben W .
470903	head	up	gave	8	8	4	4	3	3	In 1932 he gave up these studies and head for Spain for a year .
470904	violin	up	gave	6	6	4	4	3	3	In 1932 he gave up the violin , and in 1933 he discontinued his mathematics studies to concentrate on the piano and composition .
471180	Lansbury	up	gave	8	8	4	4	3	3	In 1932 Henderson gave up the leadership and Lansbury was elected leader in his place .
471197	orchestra	up	gave	17	17	15	15	14	14	In 1932 he organized a band in Chicago and recorded for Columbia , but gave up the orchestra and returned to New York late in 1933 .
472389	practice	up	give	9	9	7	7	6	6	In 1932 , Learmonth chose to give up his practice in the USA and returned to Scotland to take up the position of Regius Professor of Surgery at the University of Aberdeen , a position he would hold for the next six years until 1938 .
477534	music	up	gave	5	5	4	4	3	3	In 1933 Hughes gave up music as a profession , though he continued to compose .
478451	post	up	give	10	10	8	8	7	7	In 1933 , Rome ordered him to give up his post in Paris .
478595	music	up	gave	5	5	4	4	3	3	In 1933 she gave up music and recommitted herself to studying visual art , at first taking up painting as a student of Andre Lhote -LRB- whose other students included Henri Cartier-Bresson and George Hoyningen-Huene -RRB- .
481088	majority	up	give	11	11	8	8	7	7	In 1957 , she was persuaded to give up her legal majority and be placed under a legal guardian .
482798	control	up	gave	10	10	8	8	7	7	In 1957 , the Trades Union Congress gave up editorial control of the paper to Odhams Press , and Elliott left the paper .
484936	career	up	give	30	30	27	27	26	26	In 1958 , Fernando Os e s , a wrestler and actor , invited Santo to work in movies , and although Santo was unwilling to give up his wrestling career , he accepted , planning to do both at the same time .
485685	seat	up	gave	7	7	5	5	4	4	In 1958 , he gave up his seat in parliament to concentrate on his tasks in Hamburg .
488878	coaching	up	gave	5	5	4	4	3	3	In 1958 Stahl gave up coaching to become Ohio State ' s Assistant Athletic Director .
488943	representation	up	gave	33	33	30	30	29	29	In 1958 , Syria , which had been one of the 51 original members of the UN , joined with Egypt to form the United Arab Republic and thus gave up its separate representation in the UN .
491280	job	up	give	9	9	7	7	6	6	In 1951 , he decided to give up his job and get involved in elected politics .
491414	career	up	gave	6	6	4	4	3	3	In 1951 he gave up his career as a business lawyer and was appointed to the post of judge -LRB- magistrate -RRB- of the High Court in Charleville .
491415	practice	up	gave	7	7	5	5	4	4	In 1951 , he gave up his practice to work full-time as a communist organiser , and in 1954 he was elected to the South Australian state committee of the party .
491416	profession	up	gave	6	6	4	4	3	3	In1951 , he gave up his profession , moved to Salzburg and dedicated his life to writing .
492020	alcohol	up	gave	6	6	5	5	4	4	In 1951 he suddenly gave up alcohol in a pledge not to drink again after a friend , who was a priest , died .
494365	status	up	gave	9	9	6	6	5	5	In 1951 , the church gave up its mission status to become a parish .
494436	attempt	up	gave	24	24	22	22	21	21	In 1951 , the Communist Party of India -LRB- CPI -RRB- which had been waging an armed struggle during 1948-51 , gave up the attempt to wrest power through force and joined the political mainstream .
496397	seat	up	give	26	26	24	24	23	23	In 1952 , Andresen had been one of President Dwight Eisenhower ' s finalists for Secretary of Agriculture , but Andresen declined to give up his seat .
497683	post	up	giving	14	14	15	15	12	12	In 1952 he became head of the Jerusalem District Traffic Branch , giving this post up in 1954 for commander of the Negev .
497993	ministership	up	gave	8	8	5	5	4	4	In 1952 , he gave up the prime ministership because Communist Party boss M a ty a s R a kosi wanted that post for himself .
499299	traffic	up	gave	19	19	16	16	15	15	In 1952 , however , the BR ' s shops burned , and the company gave up the passenger traffic on the 6th of September that year .
502281	show	up	gave	7	7	5	5	4	4	In 1954 , Lewis gave up the show to devote more time to his variety program ; several times during his tenure , contestants appeared on the show bearing the name Robert Q .
502616	citizenship	up	gave	8	8	5	5	4	4	In 1954 , O'Neill gave up her American citizenship and became a British citizen .
506419	painting	up	gave	13	13	11	11	10	10	In 1955 Colombo joined the Art Concept Group , but gave up his painting to promote his Design Career .
507753	painting	up	gave	12	12	11	11	10	10	In 1955 he moved to Barcelona , where he temporarily gave up painting to work as a commercial graphic designer .
509815	seat	up	give	10	10	8	8	7	7	In 1955 , Rosa Parks refused to give up her seat on a bus to a white man .
510309	Directorship	up	gave	7	7	5	5	4	4	In 1955 , Stone gave up his Directorship at the department as he was appointed as the P .
515048	base	up	giving	57	57	53	53	52	52	In 194 when Cao Cao was attacking Xu Province , Wang Kai , along with Zhang Miao , Chen Gong , Zhang Chao -LRB- 張 超 , Zhang Miao ' s younger brother -RRB- and Xu Si -LRB- 許 汜 -RRB- , betrayed Cao Cao and defected to L u Bu , giving up Cao ' s base in Yan Province to L u Bu .
516267	standard	up	gave	24	24	20	20	19	19	In 1950 Dolci quit his very promising architecture and engineering studies in Switzerland at the age of twenty-five , gave up his middle class standard of living and went to work with the poor and unfortunate .
